Entity,Time,Value
"Middle East, North Africa, Afghanistan & Pakistan",1985,2243764986.36734
Mexico,1985,1984000000.0
Middle income,1985,10395269870.4055
Mali,1985,2893628.24870677
Malta,1985,18970276.3546413
Myanmar,1985,0.0
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",1985,1564217520.59263
Mongolia,1985,0.0
Mozambique,1985,330000.0
Mauritania,1985,6979308.55552842
Mauritius,1985,7965040.165258
Malawi,1985,523530.769193591
Malaysia,1985,694712466.229254
North America,1985,10886760213.6926
Namibia,1985,16359999.9
Niger,1985,-9382033.12946078
Nigeria,1985,485581320.932238
Nicaragua,1985,-10000.0
Netherlands,1985,1504626364.02807
Norway,1985,-424225256.616571
Nepal,1985,650000.0
New Zealand,1985,225366591.3797
OECD members,1985,34353219474.4177
Oman,1985,161264639.036465
Other small states,1985,136867433.185473
Pakistan,1985,131389252.246715
Panama,1985,67300000.0
Peru,1985,1000000.0
Philippines,1985,12000000.0
Papua New Guinea,1985,83349062.3085891
Poland,1985,15000000.0
Pre-demographic dividend,1985,1307276688.89806
Portugal,1985,274036105.15449
Paraguay,1985,700000.0
Pacific island small states,1985,27643489.7583336
Post-demographic dividend,1985,31537025942.7483
French Polynesia,1985,210000.0
Qatar,1985,7969999.9
Romania,1985,0.0
Rwanda,1985,14619999.9
South Asia,1985,127452080.1604
Saudi Arabia,1985,491422763.249557
Sudan,1985,-3040000.0
Senegal,1985,-15803661.9737062
Singapore,1985,1046746812.8759
Solomon Islands,1985,675325.844796088
Sierra Leone,1985,-30957002.2550321
El Salvador,1985,12400000.0
"Somalia, Fed. Rep.",1985,-710000.0
Sub-Saharan Africa (excluding high income),1985,972045694.732186
Sub-Saharan Africa,1985,1000052323.05112
Small states,1985,216666681.793218
Sao Tome and Principe,1985,0.0
Suriname,1985,21300000.0
Sweden,1985,392953911.939895
Eswatini,1985,11621254.7844702
Seychelles,1985,11646628.4189368
Syrian Arab Republic,1985,15000000.0
Chad,1985,53650093.5989071
East Asia & Pacific (IDA & IBRD countries),1985,2948205676.24678
Europe & Central Asia (IDA & IBRD countries),1985,114000000.0
Togo,1985,16275545.9650337
Thailand,1985,163200657.950608
Latin America & the Caribbean (IDA & IBRD countries),1985,5998465758.84941
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",1985,1564217520.59263
Tonga,1985,20946.8912734552
South Asia (IDA & IBRD),1985,127452080.1604
Sub-Saharan Africa (IDA & IBRD countries),1985,1000052323.05112
Trinidad and Tobago,1985,1183673.46938708
Tunisia,1985,107849549.88869
Turkiye,1985,99000000.0
Tanzania,1985,14510000.0
Uganda,1985,-4000000.0
Upper middle income,1985,7425097208.98982
Uruguay,1985,-7900000.0
United States,1985,9630000000.0
St. Vincent and the Grenadines,1985,1800000.0
"Venezuela, RB",1985,68000000.0
British Virgin Islands,1985,16430000.0
Viet Nam,1985,-80000.0
Vanuatu,1985,4625776.26727185
World,1985,44960850724.5308
Samoa,1985,430000.0
South Africa,1985,-452643658.30137
Zambia,1985,51500000.0
Zimbabwe,1985,2848609.09866397
Aruba,1986,0.0
Africa Eastern and Southern,1986,411045300.703155
Afghanistan,1986,0.0
Africa Western and Central,1986,204429670.558956
Angola,1986,234000000.0
Albania,1986,0.0
Arab World,1986,2333917876.22081
United Arab Emirates,1986,110209999.9
Argentina,1986,574000000.0
Antigua and Barbuda,1986,22600000.0
Australia,1986,5369760088.7
Austria,1986,183400907.8
Burundi,1986,1524028.63247118
Belgium,1986,729860000.0
Benin,1986,1100000.0
Burkina Faso,1986,3140000.0
Bangladesh,1986,2436499.3440436
Bulgaria,1986,0.0
Bahrain,1986,-31914893.6170213
"Bahamas, The",1986,-13200000.0
Belize,1986,4600000.0
Bolivia,1986,10000000.0
Brazil,1986,345000000.0
Barbados,1986,7750000.0
Brunei Darussalam,1986,-6049999.9
Botswana,1986,70404390.657485
Central African Republic,1986,8160415.31776924
Canada,1986,2709677620.68495
Central Europe and the Baltics,1986,16000000.0
Switzerland,1986,2122388474.7415
Chile,1986,315500000.0
China,1986,1875000000.0
Cote d'Ivoire,1986,70750000.0
Cameroon,1986,-90700157.5127854
"Congo, Dem. Rep.",1986,5549999.9
"Congo, Rep.",1986,22439698.3136535
Colombia,1986,674000000.0
Comoros,1986,0.0
Cabo Verde,1986,-8734.17839975294
Costa Rica,1986,61000000.0
Caribbean small states,1986,-21418518.4185186
Cayman Islands,1986,14279999.9
Cyprus,1986,46319251.9054824
Germany,1986,1192024599.72962
Djibouti,1986,1230000.0
Dominica,1986,5185185.18518518
Denmark,1986,163266341.137938
Dominican Republic,1986,50000000.0
Algeria,1986,5316528.3778563
East Asia & Pacific (excluding high income),1986,3115986509.39046
Early-demographic dividend,1986,6451387070.12535
East Asia & Pacific,1986,13718329642.5426
Europe & Central Asia (excluding high income),1986,125000000.0
Europe & Central Asia,1986,26305041186.6072
Ecuador,1986,81000000.0
"Egypt, Arab Rep.",1986,1217428571.42857
Euro area,1986,13220773734.9684
Spain,1986,3450598177.34751
Ethiopia,1986,0.0
European Union,1986,14482696247.5257
Fragile and conflict affected situations,1986,124851458.334122
Finland,1986,405308277.25387
Fiji,1986,8032725.26446812
France,1986,3255870956.36327
Gabon,1986,110249347.782176
United Kingdom,1986,8569621721.76597
Ghana,1986,4300000.0
Guinea,1986,8400000.0
"Gambia, The",1986,-1990000.0
Guinea-Bissau,1986,820000.0
Equatorial Guinea,1986,5629999.9
Greece,1986,471000000.0
Grenada,1986,4481481.48148148
Guatemala,1986,68800000.0
Guyana,1986,-9000000.0
High income,1986,72339220409.3725
"Hong Kong SAR, China",1986,1888313589.9
Honduras,1986,30000000.0
Heavily indebted poor countries (HIPC),1986,-15811822.0471531
Haiti,1986,4820000.0
Hungary,1986,0.0
IBRD only,1986,8596806231.8287
IDA & IBRD total,1986,10015078860.3114
IDA total,1986,486495775.504707
IDA blend,1986,447305408.603198
Indonesia,1986,258000000.0
IDA only,1986,39190366.9015084
India,1986,117730000.0
Ireland,1986,250293354.5
"Iran, Islamic Rep.",1986,-112440000.0
Iraq,1986,918000.0
Iceland,1986,8500000.0
Israel,1986,143400000.0
Italy,1986,-153004673.097472
Jamaica,1986,-4600000.0
Jordan,1986,22754208.3817977
Japan,1986,242107761.69
Kenya,1986,32725776.7881461
Kiribati,1986,106285.257840284
St. Kitts and Nevis,1986,9203703.7037037
"Korea, Rep.",1986,682500000.0
Kuwait,1986,-14529999.9
Latin America & Caribbean (excluding high income),1986,4255569187.13851
Lao PDR,1986,0.0
Lebanon,1986,10480000.0
Liberia,1986,-355306.888838521
Libya,1986,-176920553.658922
St. Lucia,1986,14518518.5185185
Latin America & Caribbean,1986,4824695112.96443
Least developed countries: UN classification,1986,190776422.477042
Low income,1986,-64537267.5129422
Sri Lanka,1986,29723119.8603
Lower middle income,1986,2384464437.30325
Low & middle income,1986,9092195722.07556
Lesotho,1986,2254225.6290837
Late-demographic dividend,1986,4724133449.67595
"Macao SAR, China",1986,50000.0
Morocco,1986,549182.496104443
Madagascar,1986,14039999.9
Maldives,1986,5400000.0
"Middle East, North Africa, Afghanistan & Pakistan",1986,2493110820.92392
Mexico,1986,2400000000.0
Middle income,1986,9157045989.58851
Mali,1986,-8374099.22913333
Malta,1986,21883369.2847757
Myanmar,1986,140000.0
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",1986,1159275647.49001
Mongolia,1986,140000.0
Mozambique,1986,1500000.0
Mauritania,1986,4490756.30253107
Mauritius,1986,7425912.59824639
Malawi,1986,-2930000.0
Malaysia,1986,488874111.042602
North America,1986,33655677620.685
Namibia,1986,9000000.0
Niger,1986,-12408104.9612365
Nigeria,1986,193214907.534804
Nicaragua,1986,60000.0
Netherlands,1986,3129068297.9641
Norway,1986,1018718111.85879
Nepal,1986,1169999.9
New Zealand,1986,389408099.6885
OECD members,1986,70192075505.4652
Oman,1986,140320778.71051
Other small states,1986,130012711.908981
Pakistan,1986,105730331.820871
Panama,1986,126100000.0
Peru,1986,22000000.0
Philippines,1986,127000000.0
Papua New Guinea,1986,90804634.292244
Poland,1986,16000000.0
Pre-demographic dividend,1986,392916862.275797
"Korea, Dem. People's Rep.",1986,313000.0
Portugal,1986,238151215.917245
Paraguay,1986,600000.0
Pacific island small states,1986,13170610.2805705
Post-demographic dividend,1986,69849262703.2236
French Polynesia,1986,-30000.0
Qatar,1986,-1470000.0
Romania,1986,0.0
Rwanda,1986,17579999.9
South Asia,1986,156459619.104344
Saudi Arabia,1986,965935919.055649
Sudan,1986,-8169999.9
Senegal,1986,-8431851.63761011
Singapore,1986,1710283593.07362
Solomon Islands,1986,3100775.19409521
Sierra Leone,1986,-140310793.680454
El Salvador,1986,24133631.4829509
"Somalia, Fed. Rep.",1986,3060000.0
Sub-Saharan Africa (excluding high income),1986,592277601.593766
Sub-Saharan Africa,1986,615474971.262111
Small states,1986,121764803.771033
Sao Tome and Principe,1986,0.0
Suriname,1986,-60399999.9
Sweden,1986,1082656171.41941
Eswatini,1986,31115542.5305319
Seychelles,1986,14197369.6683444
Syrian Arab Republic,1986,20000000.0
Chad,1986,28200501.0592124
East Asia & Pacific (IDA & IBRD countries),1986,3115673509.39046
Europe & Central Asia (IDA & IBRD countries),1986,141000000.0
Togo,1986,6113092.43726733
Thailand,1986,262504153.775044
Latin America & the Caribbean (IDA & IBRD countries),1986,4827195113.06443
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",1986,1159275647.49001
Tonga,1986,113399.922982405
South Asia (IDA & IBRD),1986,156459619.104344
Sub-Saharan Africa (IDA & IBRD countries),1986,615474971.262111
Trinidad and Tobago,1986,-14527777.7777778
Tunisia,1986,64229378.6437316
Turkiye,1986,125000000.0
Tanzania,1986,-7490000.0
Uganda,1986,0.0
Upper middle income,1986,6781687837.5431
Uruguay,1986,37000000.0
United States,1986,30946000000.0
St. Vincent and the Grenadines,1986,7370370.37037037
"Venezuela, RB",1986,16000000.0
British Virgin Islands,1986,-3580000.0
Viet Nam,1986,40000.0
Vanuatu,1986,2017424.64118443
World,1986,81768788974.0896
Samoa,1986,-200000.0
South Africa,1986,-50487073.695263
Zambia,1986,28300000.0
Zimbabwe,1986,7445128.0941093
Aruba,1987,1087875.7
Africa Eastern and Southern,1987,279804684.253772
Afghanistan,1987,400000.0
Africa Western and Central,1987,1037919132.48478
Angola,1987,119000000.0
Albania,1987,0.0
Arab World,1987,12216556.7856191
United Arab Emirates,1987,46719999.9
Argentina,1987,-19000000.0
Antigua and Barbuda,1987,38596296.2962963
Australia,1987,5190522203.0
Austria,1987,395491398.0
Burundi,1987,1367714.12346925
Belgium,1987,2354920000.0
Benin,1987,100000.0
Burkina Faso,1987,1330000.0
Bangladesh,1987,3205086.7621919
Bulgaria,1987,0.0
Bahrain,1987,-35904255.3191489
"Bahamas, The",1987,10800000.0
Belize,1987,6850000.0
Bolivia,1987,38100000.0
Brazil,1987,1169000000.0
Barbados,1987,7100000.0
Brunei Darussalam,1987,-70000.0
Botswana,1987,113583514.209604
Central African Republic,1987,11898718.6498225
Canada,1987,8597306053.61165
Central Europe and the Baltics,1987,12000000.0
Switzerland,1987,2320291936.53845
Chile,1987,890500000.0
China,1987,2314000000.0
Cote d'Ivoire,1987,87510000.0
Cameroon,1987,115925994.899277
"Congo, Dem. Rep.",1987,-55079999.9
"Congo, Rep.",1987,43448956.4120195
Colombia,1987,319000000.0
Comoros,1987,7546566.71700799
Cabo Verde,1987,2786140.59499304
Costa Rica,1987,80300000.0
Caribbean small states,1987,36087037.037037
Cayman Islands,1987,104739999.9
Cyprus,1987,51964617.6382809
Germany,1987,1620170656.57848
Djibouti,1987,420000.0
Dominica,1987,13518518.5185185
Denmark,1987,84660817.1227545
Dominican Republic,1987,89000000.0
Algeria,1987,3711537.89978504
East Asia & Pacific (excluding high income),1987,3923247338.26571
Early-demographic dividend,1987,3547341589.67384
East Asia & Pacific,1987,21167805534.1094
Europe & Central Asia (excluding high income),1987,115000000.0
Europe & Central Asia,1987,39533396089.1647
Ecuador,1987,123000000.0
"Egypt, Arab Rep.",1987,947714285.714286
Euro area,1987,23114251787.5093
Spain,1987,4570700793.28043
Ethiopia,1987,0.0
European Union,1987,23850125597.7168
Fragile and conflict affected situations,1987,847357444.458392
Finland,1987,273394061.108314
Fiji,1987,16159396.5014773
France,1987,5139716801.65678
Gabon,1987,89806044.8430393
United Kingdom,1987,13074923701.8406
Ghana,1987,4700000.0
Guinea,1987,12850000.0
"Gambia, The",1987,1525217.66358355
Guinea-Bissau,1987,120000.0
Equatorial Guinea,1987,1679999.9
Greece,1987,683000000.0
Grenada,1987,14722222.2222222
Guatemala,1987,150200000.0
Guyana,1987,4349999.9
High income,1987,128410391536.137
"Hong Kong SAR, China",1987,6249829233.7
Honduras,1987,38650000.0
Heavily indebted poor countries (HIPC),1987,553089685.779257
Haiti,1987,4680000.0
Hungary,1987,0.0
IBRD only,1987,9289040920.95535
IDA & IBRD total,1987,11812809812.5161
IDA total,1987,1478005060.21117
IDA blend,1987,1089553371.83577
Indonesia,1987,385000000.0
IDA only,1987,388451688.3754
India,1987,212319999.9
Ireland,1987,322476620.4
"Iran, Islamic Rep.",1987,-307630000.0
Iraq,1987,-4291000.0
Iceland,1987,2400000.0
Israel,1987,224100000.0
Italy,1987,4188118186.77518
Jamaica,1987,53400000.0
Jordan,1987,39498588.0163604
Japan,1987,1177422254.1794
Kenya,1987,39381344.2023682
Kiribati,1987,219160.04985366
St. Kitts and Nevis,1987,16648148.1481481
"Korea, Rep.",1987,838600000.0
Kuwait,1987,-6320000.0
Latin America & Caribbean (excluding high income),1987,4583513703.8037
Lao PDR,1987,0.0
Lebanon,1987,1250000.0
Liberia,1987,829049.407289882
Libya,1987,-97633681.2854538
St. Lucia,1987,15000000.0
Latin America & Caribbean,1987,5393704912.63704
Least developed countries: UN classification,1987,356860231.791801
Low income,1987,142963317.37136
Sri Lanka,1987,59504201.9008
Lower middle income,1987,3206947844.49714
Low & middle income,1987,10762476821.2167
Lesotho,1987,5928503.36647174
Late-demographic dividend,1987,6456479118.55159
"Macao SAR, China",1987,-90000.0
Morocco,1987,59574900.7832664
Madagascar,1987,3470000.0
Maldives,1987,5100000.0
"Middle East, North Africa, Afghanistan & Pakistan",1987,-7358148.62163259
Mexico,1987,2634000000.0
Middle income,1987,10619647503.8453
Mali,1987,-5989287.91098446
Malta,1987,19392652.9824646
Myanmar,1987,-1540000.0
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",1987,886106332.011841
Mongolia,1987,0.0
Mozambique,1987,6200000.0
Mauritania,1987,1678435.26518826
Mauritius,1987,17160761.1302289
Malawi,1987,90549.2604955082
Malaysia,1987,422679709.984833
North America,1987,71832306053.6116
Namibia,1987,-170000.0
Niger,1987,6405210.68258061
Nigeria,1987,610552091.468468
Nicaragua,1987,2410000.0
Netherlands,1987,3029037166.55678
Norway,1987,190047506.051317
Nepal,1987,1389999.9
New Zealand,1987,237229723.35
OECD members,1987,122905411705.667
Oman,1987,34850455.136541
Other small states,1987,182631123.80366
Pakistan,1987,129377643.59248
Panama,1987,-447900000.0
Peru,1987,32000000.0
Philippines,1987,307000000.0
Papua New Guinea,1987,93178868.6851381
Poland,1987,12000000.0
Pre-demographic dividend,1987,1208732121.45009
"Korea, Dem. People's Rep.",1987,134000.0
Portugal,1987,465868832.532615
Paraguay,1987,5300000.0
Pacific island small states,1987,40498558.4794533
Post-demographic dividend,1987,127456668049.861
French Polynesia,1987,-90000.0
Qatar,1987,-2970000.0
Romania,1987,0.0
Rwanda,1987,17550000.0
South Asia,1987,281519288.462992
Saudi Arabia,1987,-1173333333.33333
Sudan,1987,11650000.0
Senegal,1987,-3959584.78559528
Singapore,1987,2836204781.61429
Solomon Islands,1987,10482747.1453233
Sierra Leone,1987,39409532.6360192
El Salvador,1987,18320000.0
"Somalia, Fed. Rep.",1987,64340000.0
Sub-Saharan Africa (excluding high income),1987,1298489347.42165
Sub-Saharan Africa,1987,1317723816.73856
Small states,1987,259216719.320151
Sao Tome and Principe,1987,240000.0
Suriname,1987,-129599999.9
Sweden,1987,639212993.084742
Eswatini,1987,56285915.4237816
Seychelles,1987,19404469.3169033
Syrian Arab Republic,1987,22000000.0
Chad,1987,8162068.46980272
East Asia & Pacific (IDA & IBRD countries),1987,3923113338.26571
Europe & Central Asia (IDA & IBRD countries),1987,127000000.0
Togo,1987,7150544.2892809
Thailand,1987,351932497.41629
Latin America & the Caribbean (IDA & IBRD countries),1987,5277347037.03704
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",1987,886106332.011841
Tonga,1987,194192.947529696
South Asia (IDA & IBRD),1987,281519288.462992
Sub-Saharan Africa (IDA & IBRD countries),1987,1317723816.73856
Trinidad and Tobago,1987,33138888.8888889
Tunisia,1987,91714057.2911167
Turkiye,1987,115000000.0
Tanzania,1987,-470000.0
Uganda,1987,0.0
Upper middle income,1987,7412748819.39803
Uruguay,1987,50100000.0
United States,1987,63235000000.0
St. Vincent and the Grenadines,1987,4962962.96296296
"Venezuela, RB",1987,21000000.0
British Virgin Islands,1987,-270000.0
Viet Nam,1987,10363703.7
Vanuatu,1987,12893061.8352693
World,1987,139519097546.103
Samoa,1987,550000.0
South Africa,1987,-191667969.848626
Zambia,1987,74500000.0
Zimbabwe,1987,-30506683.7479327
Aruba,1988,12264016.6
Africa Eastern and Southern,1988,536594623.832505
Afghanistan,1988,0.0
Africa Western and Central,1988,973621876.651453
Angola,1988,131000000.0
Albania,1988,0.0
Arab World,1988,1628746427.10903
United Arab Emirates,1988,188889999.9
Argentina,1988,1147000000.0
Antigua and Barbuda,1988,32951851.8518519
Australia,1988,8476377245.2751
Austria,1988,445427083.5
Burundi,1988,1196623.81138929
Belgium,1988,5212470000.0
Benin,1988,-21662039.8992973
Burkina Faso,1988,3710000.0
Bangladesh,1988,1838242.49913628
Bulgaria,1988,0.0
Bahrain,1988,222074468.085106
"Bahamas, The",1988,36700000.0
Belize,1988,14000000.0
Bolivia,1988,-10100000.0
Brazil,1988,2804000000.0
Barbados,1988,25979409.31
Brunei Darussalam,1988,460000.0
Botswana,1988,39921524.1272293
Central African Republic,1988,-3827452.80303765
Canada,1988,7196400040.3342
Central Europe and the Baltics,1988,15000000.0
Switzerland,1988,405248411.125538
Chile,1988,967900000.0
China,1988,3194000000.0
Cote d'Ivoire,1988,51700000.0
Cameroon,1988,92362479.4838296
"Congo, Dem. Rep.",1988,-3939999.9
"Congo, Rep.",1988,9095236.52932368
Colombia,1988,203000000.0
Comoros,1988,3767051.25949986
Cabo Verde,1988,597911.680022202
Costa Rica,1988,122200000.0
Caribbean small states,1988,69234874.5313189
Cayman Islands,1988,22430000.0
Cyprus,1988,62147895.5615331
Germany,1988,-1508574620.67996
Djibouti,1988,600000.0
Dominica,1988,11925925.9259259
Denmark,1988,503338112.91511
Dominican Republic,1988,106100000.0
Algeria,1988,13018265.0203164
East Asia & Pacific (excluding high income),1988,6738630060.2031
Early-demographic dividend,1988,8503024878.31051
East Asia & Pacific,1988,25777793319.3404
Europe & Central Asia (excluding high income),1988,354000000.0
Europe & Central Asia,1988,63558552468.9761
Ecuador,1988,155000000.0
"Egypt, Arab Rep.",1988,1190000000.0
Euro area,1988,33951312059.3853
Spain,1988,7020568173.67176
Ethiopia,1988,0.0
European Union,1988,36143075340.1259
Fragile and conflict affected situations,1988,813363384.647057
Finland,1988,531741374.925324
Fiji,1988,31602682.4990824
France,1988,8489906284.29327
Gabon,1988,132550733.915725
United Kingdom,1988,26430921298.4346
Ghana,1988,5000000.0
Guinea,1988,15680000.0
"Gambia, The",1988,1177623.96914136
Guinea-Bissau,1988,680000.0
Equatorial Guinea,1988,500000.0
Greece,1988,907000000.0
Grenada,1988,14981481.4814815
Guatemala,1988,329900000.0
Guyana,1988,2100000.0
High income,1988,147738129197.978
"Hong Kong SAR, China",1988,4978949480.4
Honduras,1988,48300000.0
Heavily indebted poor countries (HIPC),1988,619129808.432835
Haiti,1988,10100000.0
Hungary,1988,0.0
IBRD only,1988,15832627199.7431
IDA & IBRD total,1988,19008898496.1167
IDA total,1988,1421806813.91212
IDA blend,1988,832418048.34116
Indonesia,1988,576000000.0
IDA only,1988,589388765.570963
India,1988,91250000.0
Ireland,1988,257438683.1
"Iran, Islamic Rep.",1988,60539999.9
Iraq,1988,-3383000.0
Iceland,1988,-14800000.0
Israel,1988,267200000.0
Italy,1988,6789447588.54486
Jamaica,1988,-12000000.0
Jordan,1988,23731746.1964068
Japan,1988,-483800486.9218
Kenya,1988,394430.639372066
Kiribati,1988,257049.65850419
St. Kitts and Nevis,1988,13133333.3333333
"Korea, Rep.",1988,1293100000.0
Kuwait,1988,16320000.0
Latin America & Caribbean (excluding high income),1988,7607032962.96296
Lao PDR,1988,2000000.0
Lebanon,1988,-270000.0
Liberia,1988,290149999.9
Libya,1988,97982197.0463219
St. Lucia,1988,16444444.4444444
Latin America & Caribbean,1988,8582378891.13132
Least developed countries: UN classification,1988,579964513.988559
Low income,1988,325885952.636539
Sri Lanka,1988,45722528.5962
Lower middle income,1988,3677978428.40663
Low & middle income,1988,17252076963.9967
Lesotho,1988,21346470.5929797
Late-demographic dividend,1988,10165953366.1284
"Macao SAR, China",1988,350000.0
Morocco,1988,84661627.5741094
Madagascar,1988,2910000.0
Maldives,1988,1200000.0
"Middle East, North Africa, Afghanistan & Pakistan",1988,2219457467.68554
Mexico,1988,2879000000.0
Middle income,1988,16926327011.3602
Mali,1988,7050570.95296409
Malta,1988,40803167.5347834
Myanmar,1988,0.0
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",1988,1740992289.80298
Mongolia,1988,0.0
Mozambique,1988,4500000.0
Mauritania,1988,1926632.93213602
Mauritius,1988,23739137.3911879
Malawi,1988,17440000.0
Malaysia,1988,719418050.366902
North America,1988,64106400040.3342
Namibia,1988,-1510000.0
Niger,1988,2155460.26276331
Nigeria,1988,378667097.69376
Nicaragua,1988,-90000.0
Netherlands,1988,4781352995.57331
Norway,1988,280910586.824811
Nepal,1988,680000.0
New Zealand,1988,155922431.8658
OECD members,1988,141483703803.968
Oman,1988,91807542.2626788
Other small states,1988,192501011.852814
Pakistan,1988,186491557.33337
Panama,1988,-460500000.0
Peru,1988,26000000.0
Philippines,1988,936000000.0
Papua New Guinea,1988,153493786.438467
Poland,1988,15000000.0
Pre-demographic dividend,1988,1049748336.76597
"Korea, Dem. People's Rep.",1988,136000.0
Portugal,1988,921583433.36042
Paraguay,1988,8400000.0
Pacific island small states,1988,44532113.9620477
Post-demographic dividend,1988,145166593618.583
French Polynesia,1988,2009999.9
Qatar,1988,-20629999.9
Romania,1988,0.0
Rwanda,1988,21050000.0
South Asia,1988,140690771.095336
Saudi Arabia,1988,-328000000.0
Sudan,1988,2020000.0
Senegal,1988,14940495.5908049
Singapore,1988,3654794588.61821
Solomon Islands,1988,1680658.81825675
Sierra Leone,1988,-23088456.5406273
El Salvador,1988,16960000.0
"Somalia, Fed. Rep.",1988,-43390000.0
Sub-Saharan Africa (excluding high income),1988,1488524177.0041
Sub-Saharan Africa,1988,1510216500.48396
Small states,1988,306268000.346181
Sao Tome and Principe,1988,200000.0
Suriname,1988,-171000000.0
Sweden,1988,1673425167.82549
Eswatini,1988,50583524.9459251
Seychelles,1988,23202323.4798627
Syrian Arab Republic,1988,27000000.0
Chad,1988,1289247.25997058
East Asia & Pacific (IDA & IBRD countries),1988,6738494060.2031
Europe & Central Asia (IDA & IBRD countries),1988,369000000.0
Togo,1988,12966335.7239749
Thailand,1988,1105370109.53568
Latin America & the Caribbean (IDA & IBRD countries),1988,8509504874.53132
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",1988,1740992289.80298
Tonga,1988,58146.1298512139
South Asia (IDA & IBRD),1988,140690771.095336
Sub-Saharan Africa (IDA & IBRD countries),1988,1510216500.48396
Trinidad and Tobago,1988,62907317.0731708
Tunisia,1988,60619896.7324515
Turkiye,1988,354000000.0
Tanzania,1988,3759999.9
Uganda,1988,4700000.0
Upper middle income,1988,13247095632.6121
Uruguay,1988,46800000.0
United States,1988,56910000000.0
St. Vincent and the Grenadines,1988,9111111.11111111
"Venezuela, RB",1988,89000000.0
British Virgin Islands,1988,1480000.0
Viet Nam,1988,7679999.9
Vanuatu,1988,10813576.8563531
World,1988,165895489459.047
Samoa,1988,120000.0
South Africa,1988,158437159.450014
Zambia,1988,93300000.0
Zimbabwe,1988,-18033621.8649553
Aruba,1989,1300000.0
Africa Eastern and Southern,1989,400488555.909831
Afghanistan,1989,0.0
Africa Western and Central,1989,2569136447.72938
Angola,1989,200000000.0
Albania,1989,0.0
Arab World,1989,1312830828.2652
United Arab Emirates,1989,38789999.9
Argentina,1989,1028000000.0
Antigua and Barbuda,1989,43107407.4074074
Australia,1989,8023170406.83781
Austria,1989,581979789.4
Burundi,1989,567226.890756301
Belgium,1989,7020270000.0
Benin,1989,-1118466.198443
Burkina Faso,1989,5669999.9
Bangladesh,1989,247908.273938643
Bulgaria,1989,0.0
Bahrain,1989,180851063.829787
"Bahamas, The",1989,25400000.0
Belize,1989,18650000.0
Bolivia,1989,-24400000.0
Brazil,1989,1131000000.0
Barbados,1989,8682963.92
Brunei Darussalam,1989,10000000.0
Botswana,1989,42186013.0205889
Central African Republic,1989,1285233.01951129
Canada,1989,7171648940.44922
Central Europe and the Baltics,1989,11000000.0
Switzerland,1989,2497180494.21581
Chile,1989,1283500000.0
China,1989,3393000000.0
Cote d'Ivoire,1989,18489999.9
Cameroon,1989,-85734446.5454484
"Congo, Dem. Rep.",1989,-6110000.0
"Congo, Rep.",1989,-7125213.1
Colombia,1989,576000000.0
Comoros,1989,3266400.37765459
Cabo Verde,1989,174023.256534689
Costa Rica,1989,101300000.0
Caribbean small states,1989,48674489.0744664
Cayman Islands,1989,79459999.9
Cyprus,1989,69749822.2137683
Germany,1989,5173426485.28624
Djibouti,1989,-130000.0
Dominica,1989,17196296.2962963
Denmark,1989,1089565259.94644
Dominican Republic,1989,110000000.0
Algeria,1989,12091646.7968636
East Asia & Pacific (excluding high income),1989,8352613404.98347
Early-demographic dividend,1989,8275108509.53513
East Asia & Pacific,1989,23722887550.9045
Europe & Central Asia (excluding high income),1989,663000000.0
Europe & Central Asia,1989,80164206908.5771
Ecuador,1989,160000000.0
"Egypt, Arab Rep.",1989,1250181818.18182
Euro area,1989,45551979409.19
Spain,1989,8428379548.62269
Ethiopia,1989,0.0
European Union,1989,48464549239.6589
Fragile and conflict affected situations,1989,2378058795.31459
Finland,1989,490175830.765097
Fiji,1989,30606741.5730338
France,1989,10303924628.9084
Gabon,1989,-30532121.0000975
United Kingdom,1989,27108240789.3914
Ghana,1989,15000000.0
Guinea,1989,12330000.0
"Gambia, The",1989,13713834.3210935
Guinea-Bissau,1989,470000.0
Equatorial Guinea,1989,890258.9696127
Greece,1989,752000000.0
Grenada,1989,10481481.4814815
Guatemala,1989,76200000.0
Guyana,1989,-2060000.0
High income,1989,179628976077.428
"Hong Kong SAR, China",1989,2041094981.4
Honduras,1989,51000000.0
Heavily indebted poor countries (HIPC),1989,919883278.634391
Haiti,1989,9360000.0
Hungary,1989,0.0
IBRD only,1989,15242309048.4603
IDA & IBRD total,1989,22275565389.6046
IDA total,1989,3277784968.78333
IDA blend,1989,2157693900.41575
Indonesia,1989,682000000.0
IDA only,1989,1120091068.36758
India,1989,252099999.9
Ireland,1989,192759335.7
"Iran, Islamic Rep.",1989,-19420000.0
Iraq,1989,390000.0
Iceland,1989,-27400000.0
Israel,1989,160400000.0
Italy,1989,2191462723.60024
Jamaica,1989,57100000.0
Jordan,1989,-1349805.31263636
Japan,1989,-1059696732.4809
Kenya,1989,62189917.2680637
Kiribati,1989,180294.639397541
